,Crime_Type,Charges_Filed,Time_Served_Months,Prior_Criminal_History,Risk_of_Flight,Influence_on_Trial,Bail_Decision,Socio_Economic_Status
1795,Drug-related,['IPC 302'],41,1,0.998421233923774,0.951603562499788,Granted,Low
1796,Economic,['IPC 420'],36,0,0.7524024537194672,0.9463088992083876,Granted,High
1797,Drug-related,"['Cyber Laws', 'IPC 302']",26,0,0.8639033162941132,0.144898659307346,Rejected,Low
1798,Violent,['Cyber Laws'],31,0,0.6511977120953464,0.1773112535226448,Rejected,Low
1799,Violent,"['Narcotics Act', 'IPC 307', 'Cyber Laws']",44,0,0.8562851280467623,0.8626740703318891,Rejected,Low
1800,Economic,"['IPC 307', 'Cyber Laws', 'Narcotics Act']",12,0,0.1123829749287094,0.3927609189247192,Rejected,High
1801,Cyber Crime,['Economic Offenses Act'],17,1,0.3477378355593156,0.0043739822830093,Rejected,High
1802,Non-violent,"['IPC 307', 'Narcotics Act', 'Economic Offenses Act']",15,0,0.8764209436044927,0.273871819705371,Granted,Middle
1803,Cyber Crime,"['IPC 420', 'IPC 379', 'IPC 307']",9,1,0.2016552112668922,0.59762899319556,Rejected,Middle
1804,Drug-related,['Economic Offenses Act'],39,0,0.0782420985800227,0.799265965959968,Rejected,Low
1805,Non-violent,['Economic Offenses Act'],42,1,0.788118939945219,0.1333886170932595,Rejected,High
1806,Economic,"['IPC 302', 'Narcotics Act', 'Narcotics Act']",12,1,0.8354861556432962,0.1105413644167353,Granted,Middle
1807,Economic,"['Economic Offenses Act', 'IPC 307']",32,0,0.1626522181899006,0.9220926535723316,Rejected,Middle
1808,Non-violent,['Economic Offenses Act'],25,0,0.8543459827827155,0.7511483678225827,Rejected,Middle
1809,Violent,"['Economic Offenses Act', 'Cyber Laws']",39,0,0.6867677955971696,0.5897796007780784,Granted,High
1810,Non-violent,['IPC 307'],18,0,0.5200826832165839,0.769186789995928,Rejected,Middle
1811,Drug-related,"['Economic Offenses Act', 'IPC 379', 'Economic Offenses Act']",15,0,0.830250192781385,0.4288543613066384,Rejected,Low
1812,Violent,['IPC 307'],32,1,0.4192492493189658,0.7584557473091266,Rejected,High
1813,Economic,['IPC 302'],6,0,0.1939939562233972,0.3718029912745357,Granted,Middle
1814,Non-violent,['Economic Offenses Act'],44,0,0.2848526766106136,0.2440945724926023,Granted,Middle
1815,Cyber Crime,"['IPC 379', 'IPC 307', 'Economic Offenses Act']",43,1,0.5051640182933148,0.7290134212929686,Rejected,High
1816,Cyber Crime,"['IPC 379', 'Economic Offenses Act']",35,0,0.5313307926731757,0.4196722921572683,Rejected,Middle
1817,Drug-related,['IPC 302'],34,1,0.8055808264412336,0.9813771043261948,Rejected,Middle
1818,Cyber Crime,['Cyber Laws'],38,0,0.7913527236523344,0.349485182308101,Granted,Low
1819,Non-violent,"['Economic Offenses Act', 'IPC 307']",5,1,0.5813665572045749,0.921727420531066,Granted,High
1820,Non-violent,"['IPC 307', 'IPC 307', 'Cyber Laws']",18,0,0.7807854833654764,0.9329625485670796,Granted,Middle
1821,Cyber Crime,['Cyber Laws'],16,1,0.1917734582936709,0.2418529470647461,Granted,High
1822,Non-violent,['IPC 302'],8,1,0.0500645270932943,0.7982211815880134,Granted,High
1823,Drug-related,"['IPC 379', 'Economic Offenses Act']",25,0,0.8736338226347001,0.4330745051445651,Granted,Low
1824,Violent,"['IPC 307', 'IPC 379', 'IPC 420']",32,0,0.0755544937627695,0.917524727230348,Rejected,Low
1825,Drug-related,['Economic Offenses Act'],26,0,0.2466884297439973,0.4501242726352388,Granted,High
1826,Drug-related,"['IPC 379', 'IPC 420']",22,1,0.6953189496243846,0.7443037173373661,Rejected,Low
1827,Non-violent,['Cyber Laws'],31,1,0.4094479376273091,0.4669674091637978,Granted,Low
1828,Violent,"['IPC 307', 'IPC 307', 'IPC 307']",43,1,0.8763139699155088,0.2278007557128561,Rejected,Middle
1829,Non-violent,"['IPC 420', 'IPC 307', 'Economic Offenses Act']",10,0,0.2979797946622695,0.1993501289446863,Granted,Low
1830,Economic,['Economic Offenses Act'],12,0,0.0118713466693592,0.4254311942563455,Rejected,Low
1831,Non-violent,['Economic Offenses Act'],28,1,0.3006556405607441,0.7554946570142149,Rejected,Middle
1832,Non-violent,"['Economic Offenses Act', 'IPC 307']",6,0,0.5780750491848317,0.6050714851807668,Rejected,Middle
1833,Non-violent,['IPC 379'],20,1,0.3759383754032933,0.6886292899005433,Granted,High
1834,Violent,"['IPC 302', 'Narcotics Act']",5,0,0.5348727557587553,0.2823263507319424,Granted,Low
1835,Non-violent,"['Narcotics Act', 'Cyber Laws', 'IPC 302']",23,0,0.8765981188350187,0.4814353459576055,Granted,Middle
1836,Violent,['Cyber Laws'],9,1,0.9124850542303684,0.044395264969327,Rejected,Low
1837,Cyber Crime,['IPC 302'],29,0,0.2659740646541121,0.8175324159581207,Rejected,High
1838,Economic,['IPC 302'],16,0,0.4621404732699007,0.9898921622398746,Rejected,Low
1839,Violent,"['IPC 302', 'IPC 420']",46,0,0.5491440152414512,0.4068790626246709,Granted,Low
1840,Cyber Crime,"['IPC 302', 'IPC 420']",22,0,0.9491124568882472,0.0109636531315433,Granted,Low
1841,Violent,['IPC 302'],8,0,0.9986173191643848,0.1697926395509473,Rejected,Middle
1842,Violent,['IPC 307'],20,1,0.2354072488415266,0.6525268777504188,Granted,Middle
1843,Economic,"['IPC 307', 'IPC 379']",14,0,0.7269798713458154,0.6120793182038592,Granted,High
1844,Drug-related,['Narcotics Act'],39,1,0.3780310622331951,0.7878647195855439,Granted,Low
1845,Drug-related,"['Economic Offenses Act', 'Narcotics Act']",37,0,0.0081081968862132,0.2538840109610681,Granted,High
1846,Violent,"['Narcotics Act', 'IPC 302']",34,0,0.0092525224359023,0.763631915547134,Rejected,High
1847,Non-violent,"['IPC 307', 'IPC 420']",11,1,0.4605660075622557,0.6879840215236698,Granted,Middle
1848,Cyber Crime,['Narcotics Act'],40,1,0.4883349130043346,0.3228144977138433,Granted,Low
1849,Non-violent,"['IPC 302', 'IPC 302']",33,0,0.0225696965734426,0.545488148056962,Rejected,Low
1850,Non-violent,"['IPC 302', 'Narcotics Act']",31,0,0.6869274167743025,0.1472738084983267,Rejected,High
1851,Violent,"['IPC 420', 'IPC 307', 'IPC 379']",44,1,0.2940033885949531,0.4525645034355826,Granted,Low
1852,Violent,"['IPC 379', 'IPC 420', 'IPC 302']",34,1,0.5598931015359494,0.881197339555641,Granted,Middle
1853,Violent,['Economic Offenses Act'],7,1,0.3009190731654187,0.4211913798253908,Granted,High
1854,Violent,"['Economic Offenses Act', 'IPC 420', 'Narcotics Act']",23,1,0.1671343148693072,0.839566706475422,Granted,High
1855,Drug-related,"['IPC 379', 'IPC 307', 'IPC 420']",46,0,0.4071737385988753,0.5902533652596944,Rejected,Middle
1856,Violent,"['IPC 302', 'IPC 307']",7,0,0.2322733647905007,0.1918767131023567,Rejected,Middle
1857,Drug-related,"['Cyber Laws', 'IPC 420']",25,0,0.5348009769191681,0.5811062446978964,Rejected,Middle
1858,Drug-related,['IPC 307'],3,0,0.1988285302864799,0.5059833291570635,Granted,Middle
1859,Violent,['IPC 379'],38,0,0.5084059766446271,0.398641335196384,Granted,Middle
1860,Economic,"['IPC 302', 'IPC 307']",20,1,0.1573785148688675,0.1196304395160703,Rejected,Middle
1861,Cyber Crime,"['IPC 302', 'IPC 420', 'IPC 302']",34,1,0.670974709485785,0.4167086638472298,Granted,High
1862,Non-violent,['Economic Offenses Act'],44,1,0.7539376844414241,0.0727623762396271,Rejected,Low
1863,Drug-related,"['IPC 379', 'IPC 302', 'Economic Offenses Act']",44,0,0.1103942342499337,0.0987690513987512,Rejected,Low
1864,Cyber Crime,"['IPC 379', 'IPC 420']",30,1,0.4678024120373392,0.415916532932716,Rejected,High
1865,Economic,['Cyber Laws'],17,0,0.0708717006548735,0.3053814819684637,Rejected,Low
1866,Non-violent,"['Cyber Laws', 'Cyber Laws', 'IPC 420']",10,0,0.5981824455420024,0.9255443258622236,Rejected,Low
1867,Non-violent,['Cyber Laws'],35,0,0.2644042979296453,0.3757058053802705,Rejected,High
1868,Drug-related,"['IPC 302', 'IPC 302']",20,1,0.5276244568387078,0.7578581220721001,Rejected,Low
1869,Violent,['IPC 307'],18,0,0.5174610093842912,0.5302475263662427,Granted,Low
1870,Economic,"['IPC 307', 'Narcotics Act']",45,0,0.9243543461938004,0.7040856686423355,Rejected,High
1871,Drug-related,"['IPC 420', 'Cyber Laws', 'IPC 420']",44,1,0.5490832225687229,0.2601159830153992,Rejected,Low
1872,Economic,"['IPC 302', 'Cyber Laws', 'IPC 379']",27,0,0.5829984797183156,0.9419049728383292,Granted,Middle
1873,Violent,"['IPC 307', 'Cyber Laws']",36,1,0.4016531257643803,0.530088496914424,Rejected,High
1874,Violent,"['IPC 302', 'IPC 307', 'IPC 302']",23,0,0.9490796031828168,0.8313240712852497,Granted,Low
1875,Drug-related,['IPC 420'],32,1,0.7771859094396096,0.3650456934761135,Rejected,Low
1876,Violent,"['IPC 379', 'IPC 420', 'IPC 420']",10,0,0.2854052903028415,0.1002113490505245,Granted,Middle
1877,Cyber Crime,['IPC 307'],11,0,0.8442095857762321,0.6737116477208488,Granted,High
1878,Non-violent,"['IPC 307', 'Cyber Laws', 'IPC 420']",38,1,0.43239636018509,0.0077596483374244,Granted,High
1879,Drug-related,"['IPC 302', 'IPC 420']",6,0,0.8286671435335939,0.4752929765655083,Rejected,Low
1880,Economic,"['IPC 420', 'IPC 302']",41,1,0.822888068293502,0.1928019026664592,Granted,Middle
1881,Cyber Crime,['Cyber Laws'],47,0,0.1888701867628544,0.6273755044353622,Rejected,Middle
1882,Drug-related,"['IPC 307', 'IPC 420']",34,1,0.7011411313835769,0.9794198731378522,Rejected,Middle
1883,Violent,"['Narcotics Act', 'IPC 420']",36,0,0.2906429693065311,0.4644029063206459,Rejected,Middle
1884,Violent,"['IPC 307', 'IPC 302']",37,0,0.2974926699926682,0.8174982565256667,Rejected,Middle
1885,Violent,"['Economic Offenses Act', 'Narcotics Act', 'Economic Offenses Act']",17,0,0.2963480768805807,0.507784186951121,Rejected,Middle
1886,Violent,['Cyber Laws'],40,1,0.7255682475599482,0.4958400311040241,Rejected,High
1887,Economic,"['IPC 420', 'IPC 420']",40,1,0.229826041792536,0.9304234931787778,Rejected,Low
1888,Cyber Crime,"['Cyber Laws', 'IPC 379', 'Economic Offenses Act']",12,1,0.0009058352460902,0.8899658687466815,Granted,Low
1889,Non-violent,"['IPC 420', 'Cyber Laws']",21,1,0.7152368534826331,0.7858004651879744,Rejected,Middle
1890,Economic,"['IPC 307', 'IPC 420', 'Narcotics Act']",40,1,0.1711847438351252,0.2962557533167841,Rejected,High
1891,Economic,"['Cyber Laws', 'Narcotics Act']",19,0,0.1044823953078346,0.5450084157239405,Granted,High
1892,Non-violent,"['IPC 307', 'IPC 420']",3,0,0.2375161205940601,0.223897233305685,Rejected,Middle
1893,Non-violent,"['Cyber Laws', 'Cyber Laws', 'Narcotics Act']",18,0,0.379900522322704,0.4439166980465397,Granted,Low
1894,Violent,"['Economic Offenses Act', 'IPC 379', 'Cyber Laws']",19,0,0.4759063274732007,0.4842130657597906,Granted,Middle
1895,Economic,"['Narcotics Act', 'IPC 379', 'Narcotics Act']",47,0,0.0445700407126308,0.8316400401693309,Rejected,High
1896,Drug-related,"['IPC 379', 'Narcotics Act', 'IPC 379']",6,1,0.9705733326273605,0.8960283653249931,Rejected,Middle
1897,Non-violent,"['IPC 379', 'IPC 307', 'Narcotics Act']",16,0,0.7160630534195581,0.4146200623964778,Granted,Low
1898,Non-violent,"['Narcotics Act', 'Narcotics Act', 'IPC 302']",8,1,0.3231940653243361,0.0177044450732372,Rejected,Low
1899,Cyber Crime,"['IPC 379', 'Narcotics Act', 'Cyber Laws']",18,0,0.3186972572853973,0.8617738397893546,Granted,High
1900,Drug-related,['IPC 307'],43,1,0.4485425493684594,0.1742786785013607,Granted,Middle
1901,Drug-related,['Narcotics Act'],39,1,0.626244822763033,0.6218819638903935,Rejected,Middle
1902,Non-violent,['IPC 379'],12,1,0.1463730665889677,0.0249709004341311,Granted,High
1903,Violent,"['IPC 307', 'Narcotics Act']",45,0,0.1889298137649523,0.3995064752605642,Rejected,Middle
1904,Cyber Crime,"['Economic Offenses Act', 'Cyber Laws', 'Economic Offenses Act']",10,0,0.8594345828335509,0.9859603021153498,Rejected,High
1905,Drug-related,"['IPC 307', 'IPC 420']",7,0,0.2562549238890725,0.1006936011038031,Granted,Middle
1906,Non-violent,"['IPC 420', 'Economic Offenses Act']",46,0,0.3801949979751775,0.4236931519996423,Granted,Low
1907,Drug-related,"['IPC 307', 'IPC 302']",1,1,0.871271850950117,0.3071499501899521,Rejected,High
1908,Cyber Crime,"['IPC 307', 'IPC 302']",36,1,0.6631478293998225,0.9050881233882644,Rejected,Middle
1909,Cyber Crime,['IPC 379'],21,1,0.3417118793416883,0.8693401079073552,Rejected,Middle
1910,Economic,"['Economic Offenses Act', 'IPC 379']",37,1,0.6836995457246208,0.2376987603062288,Granted,Middle
1911,Non-violent,['IPC 420'],24,0,0.0196832153814137,0.0811877870504311,Rejected,High
1912,Cyber Crime,"['IPC 420', 'IPC 307', 'Narcotics Act']",25,1,0.7356426600113652,0.6271383940611175,Granted,Low
1913,Economic,"['IPC 307', 'Narcotics Act']",7,0,0.4870160405162395,0.3363687118837097,Granted,Middle
1914,Economic,"['IPC 302', 'IPC 420']",42,1,0.8131821472844613,0.6720843906060631,Granted,High
1915,Drug-related,"['Narcotics Act', 'IPC 379']",17,1,0.9546376520064684,0.0321197560678144,Rejected,Middle
1916,Drug-related,"['IPC 420', 'IPC 302']",29,1,0.9257885494945683,0.1333992351774894,Granted,Low
1917,Economic,"['IPC 307', 'Cyber Laws']",30,0,0.9092650434553408,0.6863722327726434,Rejected,Low
1918,Drug-related,['IPC 379'],7,0,0.5121699559338871,0.2123706553024977,Granted,Low
1919,Cyber Crime,"['Economic Offenses Act', 'IPC 302', 'Economic Offenses Act']",33,1,0.360142114138938,0.8575876757624016,Rejected,High
1920,Violent,['IPC 307'],7,1,0.4650353247306727,0.0585908877101354,Rejected,Middle
1921,Cyber Crime,"['IPC 379', 'IPC 420']",24,1,0.6898960033133608,0.2154819827855746,Granted,High
1922,Economic,['IPC 420'],11,0,0.8839977768711867,0.9985602484850686,Rejected,Middle
1923,Economic,"['Narcotics Act', 'IPC 420']",9,0,0.2069863030001195,0.4330761025867926,Granted,High
1924,Cyber Crime,['IPC 307'],12,0,0.918193158461703,0.7029656635446435,Granted,Middle
1925,Drug-related,['Cyber Laws'],35,1,0.8151802319698891,0.1826630488570136,Granted,High
1926,Drug-related,"['IPC 307', 'Narcotics Act']",4,0,0.9788560151782346,0.6098687349855377,Granted,Middle
1927,Economic,"['Narcotics Act', 'IPC 420']",36,1,0.8802517732816871,0.7261060683694185,Granted,High
1928,Non-violent,"['Cyber Laws', 'Economic Offenses Act']",28,0,0.2799373296919066,0.3144766358665105,Granted,Low
1929,Drug-related,"['Economic Offenses Act', 'IPC 302', 'IPC 302']",13,1,0.1059559113440476,0.8288971119758778,Granted,High
1930,Cyber Crime,"['Cyber Laws', 'Cyber Laws']",23,1,0.1122410719915886,0.6034175784722833,Rejected,Low
1931,Drug-related,"['Narcotics Act', 'IPC 420']",19,0,0.2912233185782761,0.3891230096150302,Granted,Low
1932,Cyber Crime,"['IPC 420', 'IPC 307']",42,1,0.6141837239845392,0.5576423933431586,Granted,Middle
1933,Economic,"['Cyber Laws', 'IPC 307', 'Cyber Laws']",37,1,0.8043203260971725,0.5767608474359243,Rejected,Low
1934,Drug-related,['IPC 379'],39,1,0.8992503069815647,0.165535292693866,Rejected,Low
1935,Cyber Crime,"['Cyber Laws', 'IPC 379']",24,0,0.6237533843692328,0.4027323698669661,Granted,Middle
1936,Economic,"['Narcotics Act', 'Cyber Laws']",16,1,0.0056313127480537,0.3434305880194931,Granted,High
1937,Non-violent,['IPC 302'],33,0,0.1863167765185335,0.400902722579126,Granted,High
1938,Cyber Crime,"['Economic Offenses Act', 'IPC 302']",12,0,0.0997262038533679,0.7611105884852579,Rejected,Low
1939,Non-violent,"['IPC 307', 'IPC 420', 'IPC 302']",34,1,0.36332447556901,0.4825384074666726,Granted,High
1940,Non-violent,"['IPC 379', 'IPC 307']",7,0,0.5013509936337459,0.9403161532392644,Rejected,Low
1941,Violent,"['IPC 302', 'IPC 420']",11,1,0.0433971785785608,0.2936764133584362,Granted,High
1942,Drug-related,"['IPC 307', 'IPC 307']",31,0,0.3484779757956553,0.415703578284929,Granted,High
1943,Cyber Crime,['IPC 379'],29,1,0.1791796746253225,0.7869568104790414,Rejected,High
1944,Non-violent,"['IPC 307', 'IPC 302', 'IPC 420']",13,0,0.6470701662588739,0.5460245933207503,Granted,Low
1945,Violent,"['Economic Offenses Act', 'Narcotics Act']",31,1,0.46427236932434,0.5470281464244477,Granted,Middle
1946,Economic,"['Economic Offenses Act', 'IPC 302', 'Narcotics Act']",2,1,0.4953176469339088,0.0533401630051835,Granted,High
1947,Cyber Crime,"['IPC 307', 'Economic Offenses Act']",39,1,0.4276917880334611,0.3985996627184558,Rejected,High
1948,Non-violent,['Narcotics Act'],15,1,0.956019710486567,0.2707337324217325,Granted,High
1949,Drug-related,"['IPC 420', 'IPC 379']",11,0,0.2147351251215632,0.9993351228311154,Granted,Low
1950,Violent,"['IPC 307', 'Narcotics Act', 'Cyber Laws']",34,0,0.5166642598438743,0.3083550706323102,Rejected,Middle
1951,Non-violent,"['Cyber Laws', 'Cyber Laws']",39,1,0.7360173683653359,0.8844965347938635,Rejected,Low
1952,Drug-related,['Cyber Laws'],4,0,0.5568444131345626,0.6762337350404775,Granted,High
1953,Non-violent,['IPC 307'],11,1,0.9290208857168012,0.3409164091920904,Granted,Low
1954,Cyber Crime,"['IPC 420', 'IPC 302', 'IPC 379']",29,1,0.3779683556412841,0.5435343783741237,Rejected,High
1955,Cyber Crime,"['IPC 307', 'IPC 307']",2,0,0.463675805773178,0.8405358799491938,Granted,High
1956,Cyber Crime,['Economic Offenses Act'],16,0,0.0885223152147284,0.8833682980309119,Granted,Low
1957,Violent,['IPC 302'],39,1,0.6089991110519285,0.1603938750061452,Rejected,High
1958,Cyber Crime,"['IPC 379', 'IPC 307']",13,0,0.288211968448106,0.3395731412081696,Granted,High
1959,Drug-related,['Cyber Laws'],37,1,0.1603090395155688,0.3352231802135716,Granted,Middle
1960,Non-violent,"['IPC 307', 'Economic Offenses Act', 'IPC 379']",17,0,0.5445312929045081,0.0420447960759446,Rejected,Low
1961,Economic,"['IPC 302', 'IPC 420']",21,0,0.5323102633799106,0.5982377598518965,Granted,Low
1962,Drug-related,"['Narcotics Act', 'IPC 302']",44,0,0.0758716412240475,0.854820052992188,Granted,High
1963,Drug-related,"['IPC 302', 'Narcotics Act']",19,0,0.6982154534944728,0.3815743878255178,Granted,High
1964,Cyber Crime,"['Cyber Laws', 'Cyber Laws']",7,0,0.6237721906508529,0.740035944984177,Rejected,Low
1965,Violent,['IPC 379'],38,1,0.1890172827464972,0.6277004136007399,Granted,Low
1966,Non-violent,['IPC 379'],8,0,0.4694348621540438,0.3756487354930008,Rejected,Low
1967,Violent,"['IPC 379', 'IPC 307']",13,0,0.72032291647856,0.141059799492297,Rejected,High
1968,Non-violent,"['Economic Offenses Act', 'IPC 420']",37,1,0.5294357405412765,0.7093238527759673,Granted,Middle
1969,Non-violent,"['IPC 379', 'IPC 420']",2,1,0.3954890761835702,0.8545651689412405,Rejected,Middle
1970,Violent,"['Narcotics Act', 'Narcotics Act']",41,1,0.3223384580809436,0.6858544924014919,Granted,High
1971,Drug-related,"['IPC 420', 'IPC 307']",11,0,0.6103938666440536,0.017878484034818,Granted,High
1972,Non-violent,"['Narcotics Act', 'Economic Offenses Act', 'IPC 307']",24,0,0.9391086983102406,0.2162328943909912,Granted,High
1973,Violent,"['IPC 420', 'Economic Offenses Act']",6,1,0.6717448404774834,0.0694799848835319,Rejected,Low
1974,Non-violent,"['IPC 420', 'IPC 302']",26,1,0.0747459036363155,0.5703860995762268,Granted,High
1975,Economic,"['Narcotics Act', 'Narcotics Act', 'Narcotics Act']",7,1,0.4606849734821338,0.7564776788404124,Granted,Low
1976,Drug-related,"['IPC 307', 'IPC 420', 'Narcotics Act']",39,1,0.8908241315106276,0.1105791870686594,Granted,Middle
1977,Cyber Crime,['Narcotics Act'],19,0,0.0944624258010868,0.8383378205933852,Rejected,High
1978,Non-violent,"['IPC 307', 'Economic Offenses Act']",6,0,0.9888757121375432,0.5555089783954832,Rejected,High
1979,Economic,"['Economic Offenses Act', 'Economic Offenses Act']",43,0,0.9490693936454212,0.6899690121417249,Granted,Low
1980,Cyber Crime,"['Economic Offenses Act', 'Economic Offenses Act', 'IPC 420']",29,0,0.0782744807298758,0.9714018486086462,Granted,Low
1981,Cyber Crime,['Cyber Laws'],43,0,0.9334133204495548,0.0836809882476973,Granted,Low
1982,Non-violent,['IPC 420'],39,1,0.3631325902594622,0.9012240229777893,Granted,Middle
1983,Violent,"['IPC 420', 'IPC 307', 'Narcotics Act']",2,0,0.8447091670758625,0.1261026959874093,Rejected,Middle
1984,Non-violent,['Economic Offenses Act'],19,1,0.4183833377132715,0.3929588066366822,Rejected,High
1985,Economic,['Narcotics Act'],4,1,0.4408551127025158,0.8514386963311144,Rejected,High
1986,Cyber Crime,['Narcotics Act'],6,1,0.6342430909775426,0.9062542367378682,Rejected,Low
1987,Non-violent,['IPC 379'],37,0,0.7744774192759833,0.5063716735451453,Rejected,Middle
1988,Violent,"['Narcotics Act', 'Economic Offenses Act', 'IPC 379']",28,1,0.0337891509482486,0.5941046382754251,Rejected,High
1989,Non-violent,"['Narcotics Act', 'Economic Offenses Act']",30,0,0.5931559955271343,0.7081473345985572,Rejected,Low
